English Word,Node Collections
known,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
kooky,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
kosher,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
,
lame,Focus->Subjective Focus -> Abstract->Negative
lanky,Focus->Subjective Focus -> Abstract->Negative
large,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
last,Focus->Subjective Focus -> Abstract->Negative
lasting,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
late,Focus->Subjective Focus -> Abstract->Negative
lavish,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lawful,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lazy,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
leading,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
leafy,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lean,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
left,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
legal,Focus->Subjective Focus -> Abstract->Positive
legitimate,Focus->Subjective Focus -> Abstract->Positive
light,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lighthearted,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
likable,Objective Focus -> Immaterial -> Opinion Perspective
likely,Objective Focus -> Immaterial -> Opinion Perspective
limited,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
limp,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
limping,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
linear,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lined,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
liquid,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
little,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
live,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lively,Objective Focus -> Immaterial -> Opinion Perspective
livid,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
loathsome,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
lone,Focus->Subjective Focus -> Abstract->Negative
lonely,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
long,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
long-term,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
loose,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lopsided,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lost,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
loud,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lovable,Objective Focus -> Immaterial -> Opinion Perspective
lovely,Objective Focus -> Immaterial -> Opinion Perspective
loving,Objective Focus -> Immaterial -> Opinion Perspective
low,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
loyal,Objective Focus -> Immaterial -> Opinion Perspective
lucky,Objective Focus -> Immaterial -> Opinion Perspective
lumbering,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
luminous,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lumpy,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
lustrous,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
luxurious,Focus->Subjective Focus -> Abstract->Positive
,
mad,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
made-up,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
magnificent,Objective Focus -> Immaterial -> Opinion Perspective
majestic,Focus->Subjective Focus -> Abstract->Positive
major,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
male,
mammoth,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
married,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
marvelous,Focus->Subjective Focus -> Abstract->Positive
masculine,
massive,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mature,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
meager,Focus->Subjective Focus -> Abstract->Negative
mealy,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mean,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
measly,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
meaty,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
medical,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mediocre,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
medium,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
meek,Objective Focus -> Immaterial -> Opinion Perspective
mellow,Focus->Subjective Focus -> Abstract->Positive
melodic,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
memorable,Objective Focus -> Immaterial -> Opinion Perspective
menacing,Focus->Subjective Focus -> Abstract->Negative
merry,Objective Focus -> Immaterial -> Opinion Perspective
messy,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
metallic,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mild,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
milky,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mindless,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
miniature,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
minor,Focus->Subjective Focus -> Abstract->Negative
minty,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
miserable,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
miserly,Focus->Subjective Focus -> Abstract->Negative
misguided,Focus->Subjective Focus -> Abstract->Negative
misty,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mixed,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
modern,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
modest,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
moist,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
monstrous,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
monthly,
monumental,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
moral,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mortified,Negative
motherly,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
motionless,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mountainous,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
muddy,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
muffled,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
multicolored,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mundane,Objective Focus -> Immaterial -> Opinion Perspective || Focus->Subjective Focus -> Abstract->Negative
murky,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mushy,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
musty,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
muted,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
mysterious,Objective Focus -> Immaterial -> Opinion Perspective
,
naive,Objective Focus -> Immaterial -> Opinion Perspective
narrow,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
nasty,Objective Focus -> Immaterial -> Opinion Perspective
natural,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
naughty,Objective Focus -> Immaterial -> Opinion Perspective
nautical,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
near,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
neat,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
necessary,Focus->Subjective Focus -> Abstract->Positive
needy,Focus->Subjective Focus -> Abstract->Negative
negative,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
neglected,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
negligible,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
neighboring,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
nervous,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
new,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
next,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
nice,Focus->Subjective Focus -> Abstract->Positive
nifty,Focus->Subjective Focus -> Abstract->Positive
nimble,Focus->Subjective Focus -> Abstract->Positive
nippy,Focus->Subjective Focus -> Abstract->Negative
nocturnal,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
noisy,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
nonstop,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
normal,Focus->Subjective Focus -> Abstract->Positive
notable,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
noted,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
noteworthy,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
novel,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
noxious,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
numb,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
nutritious,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
nutty,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
,
obedient,Objective Focus -> Immaterial -> Opinion Perspective
obese,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
oblong,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
obvious,Objective Focus -> Immaterial -> Opinion Perspective
occasional,
odd,Focus->Subjective Focus -> Abstract->Negative
oddball,Focus->Subjective Focus -> Abstract->Negative
offbeat,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
offensive,Objective Focus -> Immaterial -> Opinion Perspective
official,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
oily,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
old,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
old-fashioned,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
only,
open,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
optimal,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
optimistic,Focus->Subjective Focus -> Abstract->Positive
opulent,Focus->Subjective Focus -> Abstract->Positive
orange,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
orderly,Focus->Subjective Focus -> Abstract->Positive
ordinary,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
organic,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
original,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
ornate,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
ornery,Objective Focus -> Immaterial -> Opinion Perspective
other,
our,
outgoing,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
outlandish,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
outlying,Focus->Objective Focus -> Immaterial ->Factual || Focus->Subjective Focus ->Abstract-> Creative
